sample_id,redcap_repeat_instrument,redcap_repeat_instance,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,negative_control_sample,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
RADDL4B-24-043,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode07,,Single_run,,7541,6324,328.3547603,231.3260461,276,0,1218,11894,11887,11875,10095,No,,11786,RADDL4B-24-043__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-046,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-046,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode08,,Single_run,,7947,6788,311.7309755,242.70148,234,0,1040,11889,11886,11882,9669,No,,11798,RADDL4B-24-046__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-048,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-048,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode39,,Single_run,,9234,8522,361.4364733,465.2007231,193,0,2495,11887,11883,11880,8659,No,,11333,RADDL4B-24-048__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-049,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-049,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode56,,Single_run,,5468,4909,236.7808414,192.3104003,160,0,1180,11895,11886,11878,9343,No,,11795,RADDL4B-24-049__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-051,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-051,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode09,,Single_run,,134359,121277,5355.826601,4448.221385,3901.5,0,20610,11897,11890,11888,11884,No,,11797,RADDL4B-24-051__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-052,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-052,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode40,,Single_run,,14386,13195,565.8188066,729.9890576,306.5,0,3620,11894,11886,11882,9783,No,,11793,RADDL4B-24-052__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-053,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-053,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode82,,Single_run,,7552,7182,340.1950218,395.2907831,232,0,2432,11893,11885,11671,9478,No,,11596,RADDL4B-24-053__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-054,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-054,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode10,,Single_run,,78187,71025,2847.201559,2828.508152,1741,0,13284,11895,11888,11887,11882,No,,11794,RADDL4B-24-054__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-055,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-055,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode83,,Single_run,,20407,19390,844.2644988,709.3001817,618,0,4156,11893,11893,11886,11504,No,,11798,RADDL4B-24-055__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-056,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-056,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode84,,Single_run,,8592,8110,332.5940329,348.6540005,188,0,1969,11895,11893,11879,9776,No,,11803,RADDL4B-24-056__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-057,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-057,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode85,,Single_run,,11101,10447,578.8861046,516.1939339,460,0,3417,11895,11893,11886,11505,No,,11793,RADDL4B-24-057__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-058,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-058,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode86,,Single_run,,7094,6767,459.9694938,290.5523318,415,0,1630,11896,11893,11683,11451,No,,11594,RADDL4B-24-058__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-059,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-059,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode87,,Single_run,,12842,12080,535.1782601,535.7620785,323,0,3157,11893,11893,11884,10952,No,,11798,RADDL4B-24-059__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-062,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-062,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode41,,Single_run,,7039,6465,255.8261817,327.0085583,143,0,1594,11889,11885,11503,7233,No,,10769,RADDL4B-24-062__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-063,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-063,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode12,,Single_run,,29217,26982,1291.908062,1037.820926,1113,0,4759,11892,11888,11885,11852,No,,11790,RADDL4B-24-063__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-066,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-066,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode13,,Single_run,,61357,57972,3192.982652,2249.815204,2744,0,10217,11895,11893,11887,11881,No,,11788,RADDL4B-24-066__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-067,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-067,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode88,,Single_run,,16986,16031,619.2675159,561.7588386,364,0,2882,11902,11894,11886,11490,No,,11803,RADDL4B-24-067__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-069,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-069,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode14,,Single_run,,67219,62340,3075.976115,2384.809437,2323.5,0,11569,11899,11889,11887,11882,No,,11795,RADDL4B-24-069__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-070,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-070,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode89,,Single_run,,9958,9171,508.6176668,373.7003573,401,0,2401,11894,11893,11885,11618,No,,11792,RADDL4B-24-070__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-071,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-071,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode90,,Single_run,,11134,10309,392.0721589,413.2608323,242,0,2443,11893,11687,11674,9960,No,,11600,RADDL4B-24-071__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-073,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-073,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode15,,Single_run,,34463,32379,1205.165437,1313.484047,661,0,6256,11895,11888,11882,11713,No,,11796,RADDL4B-24-073__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-074,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-074,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode16,,Single_run,,32222,30526,1092.323081,1229.27763,597,0,6080,11890,11888,11883,11550,No,,11800,RADDL4B-24-074__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-076,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-076,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode17,,Single_run,,73165,67397,2602.393228,2465.359609,1675.5,0,12636,11892,11888,11887,11882,No,,11793,RADDL4B-24-076__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-077,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-077,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode91,,Single_run,,6167,5613,263.3015421,213.196696,186,0,1190,11893,11893,11881,10017,No,,11797,RADDL4B-24-077__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-078,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-078,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode18,,Single_run,,70587,64509,2968.320567,2522.782036,1970,0,12116,11895,11889,11887,11882,No,,11794,RADDL4B-24-078__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-080,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-080,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode42,,Single_run,,7138,6518,302.0790312,416.5559868,164,0,2669,11894,11885,11848,8810,No,,11580,RADDL4B-24-080__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-081,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-081,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode19,,Single_run,,119526,110331,5162.701978,4046.68374,3803.5,0,19527,11903,11894,11889,11885,No,,11791,RADDL4B-24-081__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-082,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-082,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode92,,Single_run,,9140,8663,387.440999,372.7791895,295,0,2341,11898,11894,11886,11121,No,,11793,RADDL4B-24-082__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-083,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-083,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode57,,Single_run,,2053,1875,70.16418036,70.4797308,42,0,381,11890,11715,9569,3076,No,,6534,RADDL4B-24-083__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-084,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-084,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode58,,Single_run,,7722,7135,340.9870935,287.7485675,224,0,1731,11891,11887,11884,11161,No,,11798,RADDL4B-24-084__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-085,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-085,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode59,,Single_run,,12074,11313,559.8043916,437.1725286,370,0,2495,11897,11893,11888,11501,No,,11792,RADDL4B-24-085__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-086,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-086,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode60,,Single_run,,2630,2416,108.3374958,104.4295526,72,0,639,11888,11882,11493,4484,No,,11150,RADDL4B-24-086__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-087,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-087,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode61,,Single_run,,4379,4079,174.506118,159.4600842,106,0,956,11893,11887,11716,6072,No,,11588,RADDL4B-24-087__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-088,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-088,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode62,,Single_run,,2624,2408,108.1330037,90.60465078,70,0,587,11887,11884,11584,4538,No,,10924,RADDL4B-24-088__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-093,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-093,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode43,,Single_run,,7559,7199,312.2142139,436.2329101,166,0,2503,11890,11886,11850,8153,No,,11794,RADDL4B-24-093__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-095,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-095,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode29,,Single_run,,67788,63747,3301.729886,2900.49257,2418,0,17283,11894,11894,11893,11882,No,,11783,RADDL4B-24-095__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-096,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-096,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode28,,Single_run,,42484,40031,2124.292994,1656.414135,1879.5,0,8822,11897,11893,11887,11879,No,,11782,RADDL4B-24-096__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-097,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-097,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode27,,Single_run,,22322,20671,1036.220583,849.1064428,806,0,4755,11894,11893,11887,11647,No,,11787,RADDL4B-24-097__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-098,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-098,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode26,,Single_run,,33057,30677,1787.839088,1313.196088,1413,0,6160,11896,11893,11891,11878,No,,11787,RADDL4B-24-098__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-099,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-099,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode25,,Single_run,,33733,31970,1974.942256,1337.350285,1775,0,6623,11899,11894,11892,11673,No,,11784,RADDL4B-24-099__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-100,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-100,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode41,,Single_run,,7376,6875,297.7153034,365.2573885,148,0,1890,11894,11888,11715,8021,No,,11584,RADDL4B-24-100__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-101,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-101,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode63,,Single_run,,12927,11943,497.6574757,419.1271479,353,0,2411,11896,11892,11886,11544,No,,11798,RADDL4B-24-101__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-102,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-102,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode93,,Single_run,,30388,28152,1219.029668,930.8182803,973,0,4743,11894,11893,11892,11672,No,,11796,RADDL4B-24-102__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-105,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-105,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode45,,Single_run,,5153,4796,222.7593027,289.9279664,136,0,1757,11895,11883,11580,7351,No,,10635,RADDL4B-24-105__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-106,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-106,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode64,,Single_run,,5661,5214,225.7340764,228.7723372,121,0,1375,11893,11887,11877,6831,No,,11795,RADDL4B-24-106__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-107,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-107,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode46,,Single_run,,6030,5529,256.9092357,313.6388823,165,0,1770,11887,11883,11646,7700,No,,11339,RADDL4B-24-107__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-108,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-108,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode47,,Single_run,,5614,5098,198.1816963,254.4957538,112,0,1172,11888,11886,11310,6828,No,,10099,RADDL4B-24-108__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-112,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-112,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode42,,Single_run,,48264,45675,2308.224941,1932.093069,1822.5,0,10703,11895,11894,11893,11881,No,,11789,RADDL4B-24-112__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-113,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
