sample_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
4B-22-37,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-22-39,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-22-40,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-22-41,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-22-42,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-22-44,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-22-45,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-22-114,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-01,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-02,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-03,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-04,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-05,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-06,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-07,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-11,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-12,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-13,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-15,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-16,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-17,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-23-19,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-2422,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-2922HM,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-2922JG,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B-21622,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-30,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-40,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR-22-018,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR-22-020,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COW,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOAT,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011-Sk_10,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011Sa_10,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011Sa_11,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011Sa_12,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-23-011Sk_12,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H22-01,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW.10,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW.11,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW.12,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW2,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW3,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW4,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW4.3,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW5,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW_1_R6,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW_2_R6,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW_r6_1,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFW_r6_2,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC1,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC2,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC3,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC4,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC5,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1-21-148,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2-081,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2-22-5302,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2-22-5814,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2-22-8924,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2-22-84711,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R3-0483,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R3-21-0467,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R3-731,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5-21-115,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5-21-119,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5-21-128,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5-21-132,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5-21-136,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5-21-140,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5-22-008,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5-22-09,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R6-21-4343,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R6-21-4375,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R6-21-4511,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R6-21-4600,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R6-4342,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R6-4568,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R7-21-149,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R7-21-161,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9-010,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9-074,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9-089,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9-105,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-688,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-711,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-714,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-824,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-856,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-907,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-920,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-989,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-990,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-21-57,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-21-61,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-21-63,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-22-001,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-22-002,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL1-16-153,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL1-16-154,,,philippines,28,RADDL1-16-154,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL1-16-166,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-15-172,,,philippines,,RADDL3-15-172,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-16-468,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-16-521,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-16-627,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-16-1008,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-845,,,philippines,31,RADDL3-845,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-1038,,,philippines,27,RADDL3-1038,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-1045,,,philippines,26,RADDL3-1045,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL5-005,,,philippines,33,RADDL5-005,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2018-50,,,philippines,14,REGION_5_2018-50,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2018-100,,,philippines,10,REGION_5_2018-100,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2018-304,,,philippines,A5,REGION_5_2018-304,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,,Positive,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2018-311,,,philippines,A6,REGION_5_2018-311,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,,Positive,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2019-1,,,philippines,6,REGION_5_2019-1,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2019-13,,,philippines,3,REGION_5_2019-13,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-04-421,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-04-664,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-05-96,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-05-102,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-05-191,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-05-557,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-06-39,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-06-150,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-06-295,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-07,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-22,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-38,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-222,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-351,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-366,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-387,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-398,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-403,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-07-407,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-08-351,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-08-359,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-09-94,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-001,,,philippines,30,Z-12-001,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-012,,,philippines,Z-12-012,Z12-012,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-029,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-034,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-060,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-088,,,philippines,37,Z-12-088,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-118,,,philippines,35,Z-12-118,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-134,,,philippines,54,Z-12-134,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-149,,,philippines,38,Z-12-149,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-180,,,philippines,70,Z-12-180,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-208,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-12-212,,,philippines,36,Z-12-212,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-002,,,philippines,62,Z-13-002,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-009,,,philippines,61,Z-13-009,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-011,,,philippines,66,Z-13-011,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-020,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-032,,,philippines,64,Z-13-032,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-036,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-037,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-065,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-066,,,philippines,65,Z-13-066,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-071,,,philippines,60,Z-13-071,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-073,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-081,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-086,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-089,,,philippines,,,,,,,Unknown,Philippines,,,2,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z-13-094,,,philippines,63,Z-13-094,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,2,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
