"Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","seq_name","phylogenetic_clade"
"RADDL4B-24-069","M-77",NA,"Dog",NA,"=""20-Mar-2024""","date_collected","Barangay I","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.2559971,121.9418071,"speedier",NA,NA,0.9885,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-069","AL_Asian_SEA4"
"RADDL4B-24-073","M-81",NA,"Dog",NA,"=""20-Jul-2024""","date_collected","Bangbangalon","Boac","Marinduque-Boac","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.43848981,121.8276107,"speedier",NA,NA,0.9886,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-073","AL_Asian_SEA4"
"RADDL4B-24-074","M-82",NA,"Dog",NA,"=""20-Nov-2024""","date_collected","Caigangan","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.26212226,121.9342731,"speedier",NA,NA,0.9889,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-074","AL_Asian_SEA4"
"RADDL4B-24-076","M-84",NA,"Dog",NA,"=""20-Jul-2024""","date_collected","Barangay I","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.2559971,121.9418071,"speedier",NA,NA,0.9884,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-076","AL_Asian_SEA4"
"RADDL4B-24-078","M-86",NA,"Dog",NA,"=""20-Dec-2024""","date_collected","Barangay II","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.25463205,121.9448458,"speedier",NA,NA,0.9884,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-078","AL_Asian_SEA4"
"RADDL4B-24-081","M-88",NA,"Dog",NA,"=""15-Apr-2024""","date_collected","Buangan","Torrijos","Marinduque-Torrijos","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.31305087,122.0537056,"speedier",NA,NA,0.9882,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-081","AL_Asian_SEA4"
"RADDL4B-24-099","R-84",NA,"Dog",NA,"=""20-Mar-2024""","date_collected","Poctoy","Odiongan","Romblon-Odiongan","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.4086736675198,122.002251059774,"speedier",NA,NA,0.9876,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-099","AL_Asian_SEA4"
"RADDL4B-24-098","R-83",NA,"Dog",NA,"=""30-Apr-2024""","date_collected","Pili","San Fernando","Romblon-San Fernando","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3202302160604,122.59889299915,"speedier",NA,NA,0.9878,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-098","AL_Asian_SEA4"
"RADDL4B-24-097","R-82",NA,"Dog",NA,"=""26-Apr-2024""","date_collected","Bonlao","Alcantara","Romblon-Alcantara","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3144065613179,122.048142854933,"speedier",NA,NA,0.9878,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-097","AL_Asian_SEA4"
"RADDL4B-24-096","R-81",NA,"Dog",NA,"=""15-Apr-2024""","date_collected","Tumingad","Odiongan","Romblon-Odiongan","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.4371876319143,122.042943243506,"speedier",NA,NA,0.9874,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-096","AL_Asian_SEA4"
"RADDL4B-24-095","R-80",NA,"Dog",NA,"=""20-Mar-2024""","date_collected","Malilico","Odiongan","Romblon-Odiongan","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3452844690591,121.972738203729,"speedier",NA,NA,0.9875,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-095","AL_Asian_SEA4"
"RADDL4B-24-018","M-43",NA,"Dog",NA,"=""01-Feb-2024""","date_collected","Barangay IV","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.25222414,121.9482043,"speedier",NA,NA,0.9708,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-018","AL_Asian_SEA4"
"RADDL4B-24-014","M-35",NA,"Dog",NA,"=""29-Jan-2024""","date_collected","Masiga","Gasan","Marinduque-Gasan","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.35871898,121.8255082,"speedier",NA,NA,0.9878,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-014","AL_Asian_SEA4"
"RADDL4B-24-009","OM-46",NA,"Dog",NA,"=""29-Jan-2024""","date_collected","Balatero","Puerto Galera","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.34693739,120.8836262,"speedier",NA,NA,0.9873,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-009","AL_Asian_SEA4"
"RADDL4B-24-138","R-109",NA,"Dog",NA,"=""20-Jun-2024""","date_collected","Agutay","Magdiwang","Romblon-Magdiwang","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.4602661224461,122.448777181916,"speedier",NA,NA,0.9877,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-138","AL_Asian_SEA4"
"RADDL4B-24-154","R-111",NA,"Dog",NA,"=""15-Jul-2024""","date_collected","Cambajao","Cajidiocan","Romblon-Cajidiocan","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3683040199771,122.669872643641,"speedier",NA,NA,0.9878,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-154","AL_Asian_SEA4"
"RADDL4B-24-155","R-110",NA,"Dog",NA,"=""11-Jul-2024""","date_collected","Taclobo","San Fernando","Romblon-San Fernando","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3622272502327,122.575373756321,"speedier",NA,NA,0.9877,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-155","AL_Asian_SEA4"
"RADDL4B-24-100","M-98",NA,"Dog",NA,"=""24-Apr-2024""","date_collected","Caigangan","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.26212226,121.9342731,"speedier",NA,NA,0.9708,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-100","AL_Asian_SEA4"
"RADDL4B-24-112","R-88",NA,"Dog",NA,"=""16-May-2024""","date_collected","Pili","Looc","Romblon-Looc","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3030336406049,122.004635465751,"speedier",NA,NA,0.988,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-112","AL_Asian_SEA4"
"RADDL4B-24-113","R-89",NA,"Dog",NA,"=""20-Aug-2024""","date_collected","Limon Norte","Looc","Romblon-Looc","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3220188515114,122.021920139859,"speedier",NA,NA,0.9884,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-113","AL_Asian_SEA4"
"RADDL4B-24-114","R-90",NA,"Dog",NA,"=""18-May-2024""","date_collected","Mahabang Baybay","San Agustin","Romblon-San Agustin","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.6389756037373,122.150335754756,"speedier",NA,NA,0.9873,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-114","AL_Asian_SEA4"
"RADDL4B-24-116","R-91",NA,"Dog",NA,"=""13-May-2024""","date_collected","Tugdan","Alcantara","Romblon-Alcantara","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3272698719486,122.070177099507,"speedier",NA,NA,0.9872,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-116","AL_Asian_SEA4"
"RADDL4B-24-117","R-92",NA,"Dog",NA,"=""20-Aug-2024""","date_collected","Tabobo-An","Odiongan","Romblon-Odiongan","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3661296017299,121.992456948138,"speedier",NA,NA,0.9879,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-117","AL_Asian_SEA4"
"RADDL4B-24-121","M-107",NA,"Dog",NA,"=""20-Sep-2024""","date_collected","Barangay II","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.25463205,121.9448458,"speedier",NA,NA,0.9882,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-121","AL_Asian_SEA4"
"RADDL4B-24-122","M-108",NA,"Dog",NA,"=""20-Oct-2024""","date_collected","Bangbangalon","Boac","Marinduque-Boac","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.43848981,121.8276107,"speedier",NA,NA,0.988,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-122","AL_Asian_SEA4"
"RADDL4B-24-153","OM-92",NA,"Dog",NA,"=""25-Jul-2024""","date_collected","Camilmil","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.40118777,121.1833225,"speedier",NA,NA,0.9708,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-153","AL_Asian_SEA4"
"RADDL4B-24-156","R-113",NA,"Dog",NA,"=""26-Jul-2024""","date_collected","Calagonsao","Alcantara","Romblon-Alcantara","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3475553588476,122.079254920785,"speedier",NA,NA,0.971,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-156","AL_Asian_SEA4"
"RADDL4B-24-157","R-112",NA,"Dog",NA,"=""08-Jul-2024""","date_collected","San Isidro","Alcantara","Romblon-Alcantara","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.2919290027811,122.052741797624,"speedier",NA,NA,0.9531,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-157","AL_Asian_SEA4"
"RADDL4B-24-173","OM-80",NA,"Dog",NA,"=""20-Aug-2024""","date_collected","Poblacion IV","Victoria","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.19101365,121.2841142,"speedier",NA,NA,0.9285,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-173","AL_Asian_SEA4"
"RADDL4B-24-174","OM-81",NA,"Dog",NA,"=""22-Nov-2024""","date_collected","Maligaya","Gloria","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",12.97843859,121.4769904,"speedier",NA,NA,0.954,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-174","AL_Asian_SEA4"
"RADDL4B-24-178","M-132",NA,"Dog",NA,"=""15-Jul-2024""","date_collected","Barangay I","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.255314,121.940796,"speedier",NA,NA,0.9875,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-178","AL_Asian_SEA4"
"RADDL4B-24-180","M-131",NA,"Dog",NA,"=""22-Aug-2024""","date_collected","Sawi","Boac","Marinduque-Boac","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.440701,121.854599,"speedier",NA,NA,0.9884,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-180","AL_Asian_SEA4"
"RADDL4B-24-181","M-134",NA,"Dog",NA,"=""09-Sep-2024""","date_collected","Yook","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.223896,121.981628,"speedier",NA,NA,0.9882,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-181","AL_Asian_SEA4"
"RADDL4B-24-183","M-127",NA,"Dog",NA,"=""20-Nov-2024""","date_collected","Tawiran","Santa Cruz","Marinduque-Santa Cruz","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.462624,122.076691,"speedier",NA,NA,0.9325,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-183","AL_Asian_SEA4"
"RADDL4B-24-185","R-121",NA,"Dog",NA,"=""20-Nov-2024""","date_collected","Poblacion","Cajidiocan","Romblon-Cajidiocan","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3738159498218,122.680201141506,"speedier",NA,NA,0.9875,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-185","AL_Asian_SEA4"
"RADDL4B-24-186","R-120",NA,"Dog",NA,"=""20-Dec-2024""","date_collected","Poblacion","Magdiwang","Romblon-Magdiwang","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.4908099892792,122.508178781622,"speedier",NA,NA,0.9358,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-186","AL_Asian_SEA4"
"RADDL4B-24-187","R-122",NA,"Dog",NA,"=""20-Nov-2024""","date_collected","Poblacion","Magdiwang","Romblon-Magdiwang","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.4908099892792,122.508178781622,"speedier",NA,NA,0.9886,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-187","AL_Asian_SEA4"
"RADDL4B-24-188","R-119",NA,"Dog",NA,"=""29-Nov-2024""","date_collected","Ipil","Magdiwang","Romblon-Magdiwang","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.473056623118,122.475619478547,"speedier",NA,NA,0.9878,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-188","AL_Asian_SEA4"
"RADDL4B-25-005","M-137",NA,"Dog",NA,"=""17-Dec-2024""","date_collected","Bahi","Gasan","Marinduque-Gasan","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.368669,121.834976,"speedier",NA,NA,0.9537,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-25-005","AL_Asian_SEA4"
"RADDL4B-25-006","M-138",NA,"Dog",NA,"=""20-Dec-2024""","date_collected","Ihatub","Boac","Marinduque-Boac","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.425975,121.829941,"speedier",NA,NA,0.9537,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-25-006","AL_Asian_SEA4"
"RADDL4B-25-008","M-140",NA,"Cow",NA,"=""04-Jan-2025""","date_collected","Bocboc","Mogpog","Marinduque-Mogpog","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.471229,121.931534,"speedier",NA,NA,0.9539,"Bos taurus","Cow","Livestock","Luzon","RADDL4B-25-008","AL_Asian_SEA4"
"RADDL4B-25-009","M-141",NA,"Dog",NA,"=""09-Jan-2025""","date_collected","Bunganay","Boac","Marinduque-Boac","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.397696,121.847771,"speedier",NA,NA,0.9313,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-25-009","AL_Asian_SEA4"
"RADDL4B-25-017","OC-16",NA,"Dog",NA,"=""07-Mar-2025""","date_collected","Rumbang","Rizal","Occidental Mindoro-Rizal","Occidental Mindoro","Occidental Mindoro","MIMIROPA","Mimaropa Region",12.4726457,120.967584,"speedier",NA,NA,0.9869,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-25-017","AL_Asian_SEA4"
"RADDL4B-24-151","M-124",NA,"Dog",NA,"=""08-Jul-2024""","date_collected","Angas","Santa Cruz","Marinduque-Santa Cruz","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.440175,122.105919,"speedier",NA,NA,0.9144317801,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-151","AL_Asian_SEA4"
"RADDL4B-23-089","M-14",NA,"Dog",NA,"=""20-Jul-2023""","date_collected","Maligaya","Boac","Marinduque-Boac","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.47444205,121.840682,"speedier",NA,NA,0.9509721757,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-23-089","AL_Asian_SEA4"
"RADDL4B-23-092","M-15",NA,"Dog",NA,"=""07-Dec-2023""","date_collected","Balimbing","Boac","Marinduque-Boac","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.43694015,121.8821268,"speedier",NA,NA,0.9507207509,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-23-092","AL_Asian_SEA4"
"RADDL4B-23-094","M-21",NA,"Dog",NA,"=""28-Nov-2023""","date_collected","Maligaya","Boac","Marinduque-Boac","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.47444205,121.840682,"speedier",NA,NA,0.9146832048,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-23-094","AL_Asian_SEA4"
"RADDL4B-24-007","OM-45",NA,"Dog",NA,"=""17-Jan-2024""","date_collected","Poblacion","Bansud","Oriental Mindoro-Bansud","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",12.84652574,121.4611416,"speedier",NA,NA,0.9702480724,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-007","AL_Asian_SEA4"
"RADDL4B-24-013","M-34",NA,"Dog",NA,"=""16-Jan-2024""","date_collected","Buangan","Torrijos","Marinduque-Torrijos","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.31305087,122.0537056,"speedier",NA,NA,0.9503855179,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-013","AL_Asian_SEA4"
"RADDL4B-24-030","M-49",NA,"Dog",NA,"=""17-Feb-2024""","date_collected","Barangay I","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.2559971,121.9418071,"speedier",NA,NA,0.9875125712,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-030","AL_Asian_SEA4"
"RADDL4B-24-048","M-62",NA,"Dog",NA,"=""07-Mar-2024""","date_collected","Daykitin","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.27382681,121.9228134,"speedier",NA,NA,0.9497988602,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-048","AL_Asian_SEA4"
"RADDL4B-24-052","OM-57",NA,"Dog",NA,"=""29-Mar-2024""","date_collected","Poblacion","Mansalay","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",12.53483774,121.4385791,"speedier",NA,NA,0.9883506537,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-052","AL_Asian_SEA4"
"RADDL4B-24-062","M-74",NA,"Dog",NA,"=""20-Jan-2024""","date_collected","Masiga","Gasan","Marinduque-Gasan","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.35871898,121.8255082,"speedier",NA,NA,0.9025310091,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-062","AL_Asian_SEA4"
"RADDL4B-24-080","OM-58",NA,"Dog",NA,"=""18-Apr-2024""","date_collected","Baruyan","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.35919359,121.1359505,"speedier",NA,NA,0.9704994972,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-080","AL_Asian_SEA4"
"RADDL4B-24-093","OM-61",NA,"Dog",NA,"=""29-Apr-2024""","date_collected","B. Del Mundo","Mansalay","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",12.53191189,121.4645635,"speedier",NA,NA,0.988434462,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-093","AL_Asian_SEA4"
"RADDL4B-24-107","M-105",NA,"Dog",NA,"=""20-Mar-2024""","date_collected","Daykitin","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.27382681,121.9228134,"speedier",NA,NA,0.9503017097,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-107","AL_Asian_SEA4"
"RADDL4B-24-125","M-111",NA,"Dog",NA,"=""13-May-2024""","date_collected","Yook","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.22428692,121.9851771,"speedier",NA,NA,0.9871773383,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-125","AL_Asian_SEA4"
"RADDL4B-24-127","M-113",NA,"Dog",NA,"=""16-May-2024""","date_collected","Caigangan","Buenavista","Marinduque-Buenavista","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.26212226,121.9342731,"speedier",NA,NA,0.9706671136,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-127","AL_Asian_SEA4"
"H24-028","H24-028",NA,"Human",NA,"=""27-Mar-2024""","date_collected","Barangay 7","San Jose","Occidental Mindoro-San Jose","Occidental Mindoro","Occidental Mindoro","MIMIROPA","Mimaropa Region",12.3494949,121.073921,"speedier",NA,NA,0.9560006705,"Homo sapiens","Human","Human","Luzon","H24-028","AL_Asian_SEA4"
"RADDL4B-23-065","M-4",NA,"Dog",NA,"=""23-Oct-2023""","date_collected","Laylay","Boac","Marinduque-Boac","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.43668126,121.8203817,"speedier",NA,NA,0.9717566209,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-23-065","AL_Asian_SEA4"
"RADDL4B-24-162","OM-75",NA,"Dog",NA,"=""27-Sep-2024""","date_collected","Ilaya","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.41158277,121.1938885,"speedier",NA,NA,0.9878478042,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-162","AL_Asian_SEA4"
"RADDL4B-24-184","M-135",NA,"Dog",NA,"=""19-Nov-2024""","date_collected","Bangbang","Gasan","Marinduque-Gasan","Marinduque","Marinduque","MIMIROPA","Mimaropa Region",13.343593,121.838409,"speedier",NA,NA,0.9887696949,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-24-184","AL_Asian_SEA4"
"RADDL4B-25-022","R-127",NA,"Dog",NA,"=""20-Dec-2025""","date_collected","Poblacion","Ferrol","Romblon-Ferrol","Romblon","Romblon","MIMIROPA","Mimaropa Region",12.3364554134232,121.947095097053,"speedier",NA,NA,0.9661414683,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-25-022","AL_Asian_SEA4"
"RADDL4B-25-032","OM-102",NA,"Dog",NA,"=""06-Jun-2025""","date_collected","Balete","Gloria","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",12.93990519,121.4763888,"speedier",NA,NA,0.9668957425,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-25-032","AL_Asian_SEA4"
"RADDL4B-25-039","OM-109",NA,"Dog",NA,"=""21-Jul-2025""","date_collected","Parang","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.40593075,121.2126546,"speedier",NA,NA,0.9356352665,"Canis lupus familiaris","Dog","Domestic","Luzon","RADDL4B-25-039","AL_Asian_SEA4"
"94275PHI",NA,"KX148263","dog","brain","=""01-Jan-1994""","date_collected",NA,NA,NA,"",NA,NA,NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.988937311,"Canis lupus familiaris","Dog","Domestic",NA,"KX148263","AL_Asian_SEA4"
"94278PHI",NA,"KX148262","dog","brain","=""01-Jan-1994""","date_collected",NA,NA,NA,"",NA,NA,NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.988937311,"Canis lupus familiaris","Dog","Domestic",NA,"KX148262","AL_Asian_SEA4"
"94281PHI",NA,"KX148261","dog","brain","=""01-Jan-1994""","date_collected",NA,NA,NA,"",NA,NA,NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.988937311,"Canis lupus familiaris","Dog","Domestic",NA,"KX148261","AL_Asian_SEA4"
"04030PHI",NA,"KX148260","dog","","=""01-Jan-2004""","date_collected",NA,NA,NA,"",NA,NA,NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.989272544,"Canis lupus familiaris","Dog","Domestic",NA,"KX148260","AL_Asian_SEA4"
"94272PHI",NA,"KX148259","dog","brain","=""01-Jan-1994""","date_collected",NA,NA,NA,"",NA,NA,NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.989188736,"Canis lupus familiaris","Dog","Domestic",NA,"KX148259","AL_Asian_SEA4"
